director_name,actor_1_name,actor_2_name,actor_3_name,genres,language,imdb_score,movie_title
DJ Pooh,Angell Conwell,Dr. Dre,DJ Pooh,Comedy,English,4.6,the wash
DJ Pooh,Mo'Nique,Mike Epps,Faizon Love,Comedy,English,4.0,3 strikes
Wayne Kramer,Estella Warren,Paul Sorvino,Shawn Hatosy,Crime Drama Fantasy Romance,English,7.0,the cooler
John Huston,Montgomery Clift,Kevin McCarthy,Thelma Ritter,Drama Romance Western,English,7.4,the misfits
Patrick Stettner,Robin Williams,Joe Morton,Rory Culkin,Crime Mystery Thriller,English,5.9,the night listener
James Melkonian,Vincent Pastore,William Hickey,Peter Appel,Comedy Crime,English,4.6,the jerky boys
Wes Craven,Frank Grillo,Emily Meade,Zena Grey,Horror Mystery Thriller,English,4.8,my soul to take
J.A. Bayona,Geraldine Chaplin,Belén Rueda,Fernando Cayo,Drama Mystery Thriller,Spanish,7.5,the orphanage
Michael Tiddes,Ashley Rickards,Essence Atkins,Gabriel Iglesias,Comedy Fantasy,English,4.7,a haunted house 2
Roger Avary,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,Comedy Drama Romance,English,6.7,the rules of attraction
Alfred Hitchcock,Roscoe Lee Browne,John Vernon,Philippe Noiret,Drama Thriller,English,6.3,topaz
Bob Odenkirk,Dylan Baker,Chi McBride,Amy Hill,Comedy Crime,English,6.0,let's go to prison
Allison Anders,Salma Hayek,Alicia Witt,Lili Taylor,Comedy Fantasy,English,6.7,four rooms
Steven Shainberg,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,Comedy Drama Romance,English,7.1,secretary
Rick de Oliveira,Laura Ramsey,Alan Taylor,Benjamin Fletcher,Documentary,English,2.7,the real cancun
Oliver Stone,Michael Wincott,Zach Grenier,Bill Johnson,Drama,English,7.3,talk radio
Christopher Guest,Catherine O'Hara,Fred Willard,Larry Miller,Comedy,English,7.6,waiting for guffman
Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,Comedy,English,5.8,love stinks
John Dahl,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,Comedy Crime Romance Thriller,English,6.5,you kill me
Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,Comedy Drama,English,6.6,thumbsucker
Kevin Smith,Anna Gunn,Michael Angarano,Stephen Root,Action Crime Horror Thriller,English,6.2,red state
Dave McKean,Stephanie Leonidas,Gina McKee,Rob Brydon,Adventure Fantasy,English,6.9,mirrormask
Ron Fricke,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,Documentary Music,None,8.5,samsara
Ruggero Deodato,Michael Berryman,Eva LaRue,Richard Lynch,Adventure Fantasy,English,4.8,the barbarians
Gavin Wiesen,Michael Angarano,Blair Underwood,Rita Wilson,Drama Romance,English,6.6,the art of getting by
Mora Stephens,Ray Winstone,Alexandra Breckenridge,Elena Satine,Drama Thriller,English,5.7,zipper
Mars Callahan,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,Drama Thriller,English,7.0,poolhall junkies
Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands,Drama,English,5.4,the loss of sexual innocence
Leos Carax,Kylie Minogue,Leos Carax,Denis Lavant,Drama Fantasy,French,7.1,holy motors
David Gordon Green,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Drama,English,6.9,joe
Stefan Schwartz,Peter McNamara,Dan Futterman,Ralph Ineson,Comedy Crime Romance,English,6.6,shooting fish
Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,Crime Drama Horror Thriller,English,5.9,prison
Robert Lee King,Lauren Ambrose,Kathleen Robertson,Beth Broderick,Comedy Horror Mystery,English,6.3,psycho beach party
Kevin Allen,Craig Ferguson,Frances Fisher,Mary McCormack,Comedy,English,6.3,the big tease
Jorge Ramírez Suárez,Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,Drama,German,7.7,"buen día, ramón"
David Schwimmer,Noah Emmerich,Jordan Trovillion,Zoe Levin,Crime Drama Thriller,English,7.0,trust
Barry Levinson,Anna Friel,Brían F. O'Byrne,Pauline McLynn,Comedy,English,6.3,an everlasting piece
Sam Miller,Rachel Griffiths,Alan Williams,Rob Jarvis,Comedy Romance,English,5.9,among giants
Anne Fontaine,Robin Wright,Naomi Watts,Ben Mendelsohn,Drama Romance,English,6.2,adore
Dan Ireland,Salma Hayek,Danny Arroyo,Olivia d'Abo,Comedy Drama Romance,English,5.0,the velocity of gary
Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,Comedy Drama,Spanish,7.7,mondays in the sun
Jim Mickle,Connor Paolo,Michael Cerveris,Nick Damici,Drama Horror Sci-Fi,English,6.5,stake land
unknown,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,Comedy Family Romance,English,6.1,sonny with a chance            
Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol,Biography Drama,English,5.8,the last time i committed suicide
Karim Aïnouz,Wagner Moura,Clemens Schick,Jesuíta Barbosa,Drama,Portuguese,6.1,futuro beach
Sam Levinson,George Kennedy,Ezra Miller,Demi Moore,Comedy Drama,English,6.0,another happy day
Julian Gilbey,Ed Speleers,Eamonn Walker,Sean Harris,Action Adventure Crime Thriller,English,6.3,a lonely place to die
Vincenzo Natali,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,Comedy Fantasy,English,6.3,nothing
Aleksandr Veledinskiy,Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,Adventure Drama,Russian,7.5,the geographer drank his globe away
Peter H. Hunt,Blythe Danner,Ken Howard,Howard Caine,Drama Family History Musical,English,7.6,1776
Ruba Nadda,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,Drama Mystery Romance Thriller,English,5.2,inescapable
Howard Hughes,Jean Harlow,Marian Marsh,James Hall,Drama War,English,7.8,hell's angels
Edward Burns,Debra Messing,Rosemarie DeWitt,Peter Jacobson,Comedy Drama Romance,English,6.6,purple violets
Phil Joanou,Lily Rabe,Shannon Woodward,Kira McLean,Horror,English,4.7,the veil
Sean Byrne,Robin McLeavy,Jessica McNamee,Victoria Thaine,Horror Thriller,English,6.7,the loved ones
Chris Stokes,Kristen Quintrall,Rachel Sterling,Black Thomas,Horror,English,4.2,no vacancy
Mark Griffiths,Eric Mabius,Gina Holden,Brooke D'Orsay,Comedy Romance,English,6.3,how to fall in love
Bruce Macdonald,Rachel Hendrix,Cheryl Ladd,Diana Vickers,Adventure Biography Drama Romance,English,4.7,the perfect wave
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History,English,6.0,ben-hur
Fred Zinnemann,Robert Shaw,Susannah York,Paul Scofield,Biography Drama History,English,7.9,a man for all seasons
Sidney Lumet,Robert Duvall,Faye Dunaway,William Holden,Drama Romance,English,8.1,network
Victor Fleming,Hattie McDaniel,George Reeves,Thomas Mitchell,Drama History Romance War,English,8.2,gone with the wind
Richard Raymond,Tom Cullen,Reece Ritchie,Marama Corlett,Biography Drama,English,6.0,desert dancer
Sam Peckinpah,James Coburn,Slim Pickens,Warren Oates,Adventure War Western,English,6.8,major dundee
Alan Jacobs,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,Drama,English,7.3,down for life
George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,Biography Comedy Musical Romance Western,English,7.0,annie get your gun
Christopher Morris,Kayvan Novak,Riz Ahmed,Alex Macqueen,Comedy Crime Drama,English,7.3,four lions
Andrucha Waddington,Fernanda Montenegro,Seu Jorge,Fernanda Torres,Drama,Portuguese,7.5,house of sand
Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,Comedy Crime Drama,English,6.8,defendor
Vincente Minnelli,Gladys Cooper,Reginald Owen,Ellen Ross,Adventure Comedy Musical Romance,English,7.1,the pirate
Dagur Kári,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,Drama,English,6.9,the good heart
Nicholas Hytner,Dominic Cooper,Russell Tovey,James Corden,Comedy Drama,English,6.9,the history boys
Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action Mystery Thriller,English,6.9,unknown
unknown,David Ogden Stiers,Jamie Farr,Mike Farrell,Comedy Drama War,English,8.4,m*a*s*h            
John Schlesinger,Brenda Vaccaro,Barnard Hughes,John McGiver,Drama,English,7.9,midnight cowboy
Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,Comedy Drama Music,English,7.2,the full monty
Jim Abrahams,Peter Graves,Lloyd Bridges,Barbara Billingsley,Comedy,English,7.8,airplane!
Kevin Carraway,Michael Jai White,Max Ryan,Jon Osbeck,Action Thriller,English,3.5,chain of command
F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,Comedy Drama,English,7.3,friday
Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,Crime Drama Thriller,English,7.5,menace ii society
unknown,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,Drama Music,English,7.8,empire            
Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,Comedy Fantasy Horror Thriller,English,6.0,creepshow 2
Sam Peckinpah,Slim Pickens,Jason Robards,L.Q. Jones,Comedy Drama Romance Western,English,7.3,the ballad of cable hogue
Richard Brooks,John Forsythe,Robert Blake,Will Geer,Biography Crime Drama History,English,8.0,in cold blood
Fred Zinnemann,Colleen Dewhurst,Peter Finch,Beatrice Straight,Drama,English,7.6,the nun's story
Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,Action Crime Drama Mystery Thriller,English,7.0,harper
Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Clive Swift,Thriller,English,7.5,frenzy
Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,Horror Mystery,English,6.8,the witch
Michael Martin,Joe Estevez,Master P,Anthony Johnson,Comedy,English,3.9,i got the hook up
Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,Comedy Drama Romance,English,6.1,she's the one
Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Biography Drama,English,7.5,gods and monsters
Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,Drama Mystery Thriller,Spanish,8.2,the secret in their eyes
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,Horror,English,7.2,day of the dead
Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,Horror Thriller,English,4.8,train
Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy Fantasy Horror Thriller,English,7.8,evil dead ii
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action Adventure Comedy Musical,English,5.2,pootie tang
Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo,Horror,English,3.3,sharknado
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Drama History,Spanish,6.8,la otra conquista
André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Comedy Drama Fantasy Horror,Norwegian,7.0,trollhunter
Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,Comedy Romance,English,6.5,ira & abby
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action Comedy Sci-Fi,English,5.7,the watch
Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,Comedy Drama,English,6.4,winter passing
Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,Action Comedy Romance,English,5.3,d.e.b.s.
Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,Action Biography Crime Drama Family Fantasy,English,4.7,the masked saint
Amanda Gusack,Alice Krige,Christian Campbell,Blaine Anderson,Crime Drama Mystery Thriller,English,6.1,the betrayed
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Action Comedy Crime Thriller,English,5.5,taxman
unknown,James Nesbitt,Ash Cook,Genevieve O'Reilly,Drama Thriller,English,7.3,the secret            
Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns,Horror Thriller,English,4.8,2:13
Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,Action Animation Crime Sci-Fi Thriller,English,8.4,"batman: the dark knight returns, part 2"
Charles Ferguson,Jane Goodall,Jerry Brown,Peter Agnefjall,Documentary,English,7.0,time to choose
Uwe Boll,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,Action Adventure Fantasy Thriller,English,3.3,in the name of the king: the last job
Mark Young,Alexa PenaVega,Jake Busey,Lew Temple,Action Crime Drama Thriller,English,5.4,wicked blood
Daniel Petrie Jr.,Chris Brochu,Jeff Fahey,Rita Wilson,Drama Thriller,English,4.8,dawn patrol
Antonio Simoncini,Ray Winstone,Joe Egan,Glen Murphy,Crime Mystery Thriller,English,3.1,lords of london
Mel Brooks,Madeline Kahn,Harvey Korman,Dick Van Patten,Comedy,English,6.7,high anxiety
Luc Jacquet,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,Documentary,French,7.6,march of the penguins
J.C. Chandor,Kevin Spacey,Demi Moore,Ashley Williams,Biography Drama Thriller,English,7.1,margin call
Eldar Rapaport,Murray Bartlett,Adrian Gonzalez,Edward Conna,Drama Romance,English,6.1,august
Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,Comedy Drama,English,6.5,choke
Damien Chazelle,J.K. Simmons,Melissa Benoist,Chris Mulkey,Drama Music,English,8.5,whiplash
Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,Crime Drama,Portuguese,8.7,city of god
Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,Comedy Music,English,7.1,human traffic
Nathan Frankowski,Corbin Bleu,Rus Blackwell,Luis Antonio,Biography Drama Music,English,6.6,day one
Karen Moncrieff,James Franco,Bruce Davison,Piper Laurie,Crime Drama Mystery,English,6.7,the dead girl
Thomas Vinterberg,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,Drama,Danish,8.3,the hunt
Bob Clark,Zack Ward,Darren McGavin,Scott Schwartz,Comedy Family,English,8.1,a christmas story
Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,Drama Romance,English,7.4,bella
Mark L. Lester,Roddy McDowall,Perry King,Timothy Van Patten,Action Crime Drama Thriller,English,6.6,class of 1984
Jennifer Finnigan,Geoff Stults,Kenan Thompson,Josh Hopkins,Comedy,English,4.5,the opposite sex
Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,Drama Romance,English,6.4,dreaming of joseph lees
Laurent Cantet,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,Drama,French,7.5,the class
Roman Polanski,John Cassavetes,Mia Farrow,Charles Grodin,Drama Horror,English,8.0,rosemary's baby
John Ford,Lee Marvin,Woody Strode,Vera Miles,Drama Western,English,8.1,the man who shot liberty valance
Max Mayer,Peter Gallagher,Terry Walters,Amy Irving,Drama Romance,English,7.2,adam
Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,Crime Drama,Spanish,7.5,maria full of grace
Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,Comedy Drama Romance,English,7.2,beginners
John Gulager,Krista Allen,Eric Dane,Henry Rollins,Action Comedy Horror Thriller,English,6.4,feast
John Landis,John Belushi,Karen Allen,Tim Matheson,Comedy,English,7.6,animal house
Guy Hamilton,Honor Blackman,Gert Fröbe,Lois Maxwell,Action Adventure Thriller,English,7.8,goldfinger
Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones,Horror Sci-Fi Thriller,English,5.7,antiviral
Frank Capra,Donna Reed,Lionel Barrymore,Thomas Mitchell,Drama Family Fantasy Romance,English,8.6,it's a wonderful life
Danny Boyle,Kelly Macdonald,Shirley Henderson,Ewen Bremner,Drama,English,8.2,trainspotting
Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,Comedy Documentary,English,6.6,the original kings of comedy
Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat,Horror,English,5.7,paranormal activity 2
Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,Comedy,English,7.4,waking ned devine
Michael Moore,Michael Moore,Dick Clark,Bill Clinton,Crime Documentary Drama,English,8.0,bowling for columbine
Yimou Zhang,Li Gong,Daoming Chen,Ni Yan,Drama,Mandarin,7.3,coming home
Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,Fantasy Horror,English,5.4,a nightmare on elm street 2: freddy's revenge
James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,Drama Romance,English,7.4,a room with a view
James DeMonaco,Rhys Wakefield,Adelaide Kane,Chris Mulkey,Horror Sci-Fi Thriller,English,5.7,the purge
Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,Horror Mystery,English,6.8,sinister
David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,Biography Comedy Documentary,English,5.4,martin lawrence live: runteldat
Richard Brooks,Burl Ives,Judith Anderson,Jack Carson,Drama Romance,English,8.1,cat on a hot tin roof
Ted Post,Linda Harrison,Gregory Sierra,Victor Buono,Action Adventure Sci-Fi,English,6.1,beneath the planet of the apes
Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,Comedy Drama Family Sport,English,5.1,air bud
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Lisa Ortiz,Action Adventure Animation Family Fantasy Sci-Fi,Japanese,5.6,pokémon 3: the movie
Tom McLoughlin,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,Horror Thriller,English,5.9,jason lives: friday the 13th part vi
David Lean,William Holden,Sessue Hayakawa,Jack Hawkins,Adventure Drama War,English,8.2,the bridge on the river kwai
Patrick Read Johnson,Ariana Richards,Royal Dano,Tonya Lee Williams,Adventure Comedy Sci-Fi,English,5.3,spaced invaders
Alfred Hitchcock,Ed Lauter,Bruce Dern,William Devane,Comedy Thriller,English,6.8,family plot
Billy Wilder,Fred MacMurray,Ray Walston,David White,Comedy Drama Romance,English,8.3,the apartment
Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,Fantasy Horror Thriller,English,4.3,jason goes to hell: the final friday
Alfred Hitchcock,Tamara Toumanova,Lila Kedrova,David Opatoshu,Thriller,English,6.7,torn curtain
Michel Gondry,Common,Dave Chappelle,Lauryn Hill,Comedy Documentary Music,English,7.2,dave chappelle's block party
John Maclean,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,Western,English,6.9,slow west
Michael Schultz,Blair Underwood,LisaGay Hamilton,Bobby Brown,Comedy Drama Music,English,6.6,krush groove
Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,Action Comedy Crime,English,5.9,next day air
Richard Brooks,Shirley Jones,Jean Simmons,Edward Andrews,Drama,English,7.9,elmer gantry
Stanley Kramer,Maximilian Schell,Montgomery Clift,Spencer Tracy,Drama War,English,8.3,judgment at nuremberg
David Raynr,Donald Faison,Deon Richmond,Countess Vaughn,Comedy,English,5.2,trippin'
unknown,Matthew Senreich,Seth Green,Breckin Meyer,Animation Comedy,English,7.8,robot chicken            
Howard Hawks,Montgomery Clift,Walter Brennan,Harry Carey Jr.,Action Adventure Romance Western,English,7.8,red river
Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,Comedy,English,3.0,phat girlz
Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,Drama Romance,English,7.9,before midnight
Christopher Leitch,John Astin,Robert Neary,Kim Darby,Comedy Fantasy,English,3.2,teen wolf too
Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,Action Fantasy Horror Sci-Fi Thriller,English,6.5,phantasm ii
Michael Schultz,Loretta Devine,Kimberly Elise,Clifton Powell,Drama,English,6.9,woman thou art loosed
Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,Comedy Drama,English,7.0,real women have curves
unknown,Rachel Griffiths,Jessica De Gouw,Luke Ford,Drama War,English,7.4,deadline gallipoli            
Deepa Mehta,John Abraham,Lisa Ray,Seema Biswas,Drama Romance,Hindi,7.8,water
Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,Comedy Drama,English,6.9,east is east
Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,Comedy Romance,English,4.4,whipped
Mira Nair,Indira Varma,Sarita Choudhury,Rekha,Crime Drama History Romance,English,6.0,kama sutra: a tale of love
Nicole Holofcener,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,Comedy Drama,English,6.6,please give
Mel Stuart,Peter Ostrum,Jack Albertson,Julie Dawn Cole,Family Fantasy Musical,English,7.8,willy wonka & the chocolate factory
Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall,Fantasy Horror,English,5.3,warlock: the armageddon
Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,Comedy Crime,English,5.3,8 heads in a duffel bag
Terrence Malick,Sam Shepard,Stuart Margolin,Richard Libertini,Drama Romance,English,8.0,days of heaven
